학년,출판사,교육과정,단원 번호,단원 명,의사소통 기능,prompt 수정 사항,어휘,문화,소재,Function Material 1,Function Material 2,Function Material 3,Function Material 4,Phonics
초3,천재(김),2022 개정 교육과정,8,Do You Have a Pencil?,"•물건을 가지고 있는지 묻고 답하기 Do you have a pencil? - Yes, I do./No, I don’t. •가지고 있거나 가지고 있지 않은 물건 말하기 I have a ruler./I don’t have a ruler.",,"crayon, eraser, glue stick, have, mom, notebook, now, pencil, ruler",여러 나라의 물건을 주고받을 때의 예의,"개인생활, 학교생활, 민주시민","[DESCRIPTION]  

Do you have ()?로 물건을 가지고 있는지 묻고 답하기  

[KEY_EXPRESSION]  

A: Do you have a book?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_1]  

A: Have you got a ()?  
B: Yes, I have. / No, I haven’t.  

[SUB_EXPRESSION_2]  

A: Are you carrying a ()?  
B: Yes, I am. / No, I’m not.  
","[DESCRIPTION]  

I have/I don’t have ()로 물건을 가지고 있거나 가지고 있지 않은 것 말하기  

[KEY_EXPRESSION]  

A: I have a notebook.  
A: I don’t have a pencil.  

[SUB_EXPRESSION_1]  

A: I own ().  

[SUB_EXPRESSION_2]  

A: I need a ().  ",,,m / n
초3,천재(김),2022 개정 교육과정,9,Can You Swim?,"•할 수 있는 것 묻고 답하기 Can you run? - Yes, I can./No, I can’t. •할 수 있는 것과 할 수 없는 것 말하기 I can run./I can’t run.",,"can, dance, hot, jam, jump, run, shark, sing, skate, swim, ticket, too",여러 나라의 전통 놀이,"개인생활, 학교생활, 문화","[DESCRIPTION]  

Can you ()?로 할 수 있는 것 묻고 답하기  

[KEY_EXPRESSION]  

A: Can you jump?  
B: Yes, I can. / No, I can’t.  

[SUB_EXPRESSION_1]  

A: Are you able to ()?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_2]  

A: Do you know how to ()?  
B: Yes, I do. / No, I don’t.  
","
[DESCRIPTION]  

I can/I can’t ()로 할 수 있는 것과 할 수 없는 것 말하기  

[KEY_EXPRESSION]  

A: I can dance.  
A: I can’t climb.  

[SUB_EXPRESSION_1]  

A: I’m good at ().  

[SUB_EXPRESSION_2]  

A: I find () difficult.  
",,,h / j
초3,천재(김),2022 개정 교육과정,10,She’s My Mom,•누구인지 묻고 답하기 Who is he/she? - He’s my dad./She’s my mom. •인물 묘사하기 He’s/She’s tall.,,"brother, grandma, grandpa, he, king, kite, queen, quiz, she, sister, strong, tall, who",영어권 국가에서 형제자매를 부르는 말,"가정생활, 학교생활, 사회생활, 문화","[DESCRIPTION]  

Who is ()?로 누구인지 묻고 답하기  

[KEY_EXPRESSION]  

A: Who is she?  
B: She’s my sister.  

[SUB_EXPRESSION_1]  

A: Who’s that boy?  
B: He’s my ().  

[SUB_EXPRESSION_2]  

A: Do you know who () is?  
B: Yes, he/she is ().  ","[DESCRIPTION]  
He’s/She’s ()로 사람의 외모나 특징을 표현하기  

[KEY_EXPRESSION]  

A: He’s strong.  

[SUB_EXPRESSION_1]  

A: She’s tall.  

[SUB_EXPRESSION_2]  

A: He has curly hair.  
",,,k / q
초3,천재(김),2022 개정 교육과정,11,It’s Snowing,•날씨 묻고 답하기 How’s the weather? - It’s sunny. •제안하기 Let’s go outside.,,"cap, cloudy, cold, outside, raining, snowing, sunny, there, umbrella, water, weather, windy",세계 여러 지역의 날씨와 집의 형태,"개인생활, 사회생활, 문화, 디지털·인공지능, 일반교양","[DESCRIPTION]  

How’s the weather?로 날씨를 묻고 답하기  

[KEY_EXPRESSION]  

A: How’s the weather?  
B: It’s cloudy.  

[SUB_EXPRESSION_1]  

A: What’s the weather like today?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Is it () outside?  
B: Yes, it is. / No, it isn’t.  
","[DESCRIPTION]  

Let’s ()로 제안하는 표현 익히기  

[KEY_EXPRESSION]  

A: Let’s go to the park.  

[SUB_EXPRESSION_1]  

A: Why don’t we ()?  

[SUB_EXPRESSION_2]  

A: How about ()?  
",,,w / y
초4,천재(김),2022 개정 교육과정,1,How Are You?,•안부묻고답하기 How are you? - I’m great〔good〕./Not bad./Not so good. •때에 알맞은 인사말하기 Good morning.,,"afternoon, bad, evening, great, morning, pretty, so, spaghetti",여러 나라의 인사법,"개인생활, 학교생활","[DESCRIPTION]  
How are you?로 안부를 묻고 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: How are you?  
B: I’m great. / Not bad. / Not so good.  

[SUB_EXPRESSION_1]  

A: How’s it going?  
B: It’s going well. / Not too bad.  

[SUB_EXPRESSION_2]  

A: How do you feel today?  
B: I feel ().  ","[DESCRIPTION]  
하루의 시간대에 맞는 인사말 배우기  

[KEY_EXPRESSION]  

A: Good morning!  

[SUB_EXPRESSION_1]  

A: Good afternoon!  

[SUB_EXPRESSION_2]  

A: Good evening!  ",,,
초4,천재(김),2022 개정 교육과정,2,This Is My Friend,"•소개하기와 소개에 답하기 This is my friend. - Nice to meet you(, too). •이름 묻고 답하기 What’s your name? - My name is Hani.",,"family, father, friend, grandfather, grandmother, love, meet, mother, name, nice, teacher, to",인물들의 성과 이름 표기법,"학교생활, 사회생활","[DESCRIPTION]  
This is ()로 소개하고 이에 답하기  

[KEY_EXPRESSION]  

A: This is my friend.  
B: Nice to meet you.  

[SUB_EXPRESSION_1]  

A: This is my teacher.  
B: Nice to meet you, too.  

[SUB_EXPRESSION_2]  

A: Meet my ().  
B: Glad to meet you!  ","[DESCRIPTION]  
What’s your name?로 이름을 묻고 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: What’s your name?  
B: My name is Hani.  

[SUB_EXPRESSION_1]  

A: What’s your name?  
B: I’m ().  

[SUB_EXPRESSION_2]  

A: May I know your name?  
B: Sure! I’m ().  
",,,
초4,천재(김),2022 개정 교육과정,3,Don’t Push,•금지하기 Don’t push. •지시하기 Line up.,,"eat, enter, line, push, quiet, touch, watch",여러 나라의 금지 행동,"민주시민, 일반교양","[DESCRIPTION]  
Don’t ()로 금지 표현 익히기  

[KEY_EXPRESSION]  

A: Don’t push.  

[SUB_EXPRESSION_1]  

A: Don’t run.  

[SUB_EXPRESSION_2]  

A: Don’t shout.  ","[DESCRIPTION]  
지시하는 표현 익히기  

[KEY_EXPRESSION]  

A: Line up.  

[SUB_EXPRESSION_1]  

A: Be quiet.  

[SUB_EXPRESSION_2]  

A: Pay attention.  ",,,
초4,천재(김),2022 개정 교육과정,4,I’m Happy,"•감정·상태 묻고 답하기 Are you hungry? - Yes, I am./No, I’m not. •감정·상태 말하기 I’m happy.",,"angry, birthday, happy, help, hungry, surprise, thirsty, tired",명화 속 다양한 감정,"개인생활, 학교생활, 디지털·인공지능","[DESCRIPTION]  
Are you ()?로 감정·상태를 묻고 답하기  

[KEY_EXPRESSION]  

A: Are you hungry?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_1]  

A: Are you tired?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_2]  

A: Are you excited?  
B: Yes, I am. / No, I’m not.  ","[DESCRIPTION]  
I’m ()로 감정·상태를 표현하는 방법 익히기  

[KEY_EXPRESSION]  

A: I’m happy.  

[SUB_EXPRESSION_1]  

A: I’m sleepy.  

[SUB_EXPRESSION_2]  

A: I’m nervous.  ",,,
초4,천재(김),2022 개정 교육과정,5,What Time Is It?,•시각 묻고 답하기 What time is it? - It’s seven thirty. •시각에 어울리는 일과 말하기 It’s time for breakfast.,,"beautiful, breakfast, dinner, eleven, everyone, for, lunch, night, o’clock, school, thirty, time, twelve, twenty, very",세계 여러 도시의 시각 이야기,"개인생활, 가정생활, 민주시민, 생태전환, 일반교양","[DESCRIPTION]  
What time is it?로 시각을 묻고 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: What time is it?  
B: It’s seven thirty.  

[SUB_EXPRESSION_1]  

A: What time is it now?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Do you know what time it is?  
B: It’s ().  ","[DESCRIPTION]  
It’s time for ()로 시각에 어울리는 일과 말하기  

[KEY_EXPRESSION]  

A: It’s time for breakfast.  

[SUB_EXPRESSION_1]  

A: It’s time for lunch.  

[SUB_EXPRESSION_2]  

A: It’s time for bed.  ",,,
초4,천재(김),2022 개정 교육과정,6,Is This Your Cap?,"•물건의 주인인지 묻고 답하기 Is this your cap? - Yes, it is./No, it isn’t. •물건 묘사하기 My cap is blue.",,"bike, find, helmet, jacket, pink",세계 유명인의 물건,"개인생활, 가정생활, 민주시민","[DESCRIPTION]  
Is this ()?로 물건의 주인인지 묻고 답하기  

[KEY_EXPRESSION]  

A: Is this your cap?  
B: Yes, it is. / No, it isn’t.  

[SUB_EXPRESSION_1]  

A: Is this your book?  
B: Yes, it is. / No, it isn’t.  

[SUB_EXPRESSION_2]  

A: Is that your pen?  
B: Yes, it is. / No, it isn’t.  ","[DESCRIPTION]  
My () is ()로 물건을 묘사하는 표현 익히기  

[KEY_EXPRESSION]  

A: My cap is blue.  

[SUB_EXPRESSION_1]  

A: My bag is red.  

[SUB_EXPRESSION_2]  

A: My jacket is green.  
",,,
초4,천재(김),2022 개정 교육과정,7,What Day Is It Today?,•요일 묻고 답하기 What day is it today? - It’s Monday. •요일별 활동 말하기 I have a dance class.,,"art, class, computer, cook, cookie, day, magic, make, parade, show, soccer, today, well",여러 나라의 기념일,"개인생활, 가정생활, 학교생활, 디지털·인공지능","[DESCRIPTION]  
What day is it today?로 요일을 묻고 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: What day is it today?  
B: It’s Monday.  

[SUB_EXPRESSION_1]  

A: What day is it tomorrow?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: What day was yesterday?  
B: It was ().  ","[DESCRIPTION]  
I have a () class로 요일별 활동 말하기  

[KEY_EXPRESSION]  

A: I have a dance class.  

[SUB_EXPRESSION_1]  

A: I have a math class.  

[SUB_EXPRESSION_2]  

A: I have a music class.  ",,,
초4,천재(김),2022 개정 교육과정,8,Let’s Play Badminton,"•운동을 제안하고 이에 답하기 Let’s play soccer. - Sounds good〔Okay.〕/Sorry, I can’t. •헤어질 때 인사하기 See you.",,"badminton, ball, baseball, basketball, busy, catch, dodgeball, lesson, piano, play, see, sound, tennis, we",여러 나라의 인기 스포츠,"개인생활, 학교생활","[DESCRIPTION]  
Let’s ()로 운동을 제안하고 이에 답하기  

[KEY_EXPRESSION]  

A: Let’s go swimming.  
B: Sounds good. / Sorry, I can’t.  

[SUB_EXPRESSION_1]  

A: Why don’t we try ()?  
B: That sounds fun! / Maybe another time.  

[SUB_EXPRESSION_2]  

A: How about playing ()?  
B: That’s a great idea! / I’m not sure.  
","[DESCRIPTION]  
헤어질 때 인사하는 표현 익히기  

[KEY_EXPRESSION]  

A: See you.  

[SUB_EXPRESSION_1]  

A: See you later.  

[SUB_EXPRESSION_2]  

A: Take care.  ",,,
초4,천재(김),2022 개정 교육과정,9,How Much Is It?,•가격 묻고 답하기 How much is this scarf 〔it〕? - It’s seven hundred won. •원하는 것 말하기 I want this scarf.,,"hundred, jump rope, much, pencil case, scarf, sweater, thousand, toy car, T-shirt, want",여러 나라의 화폐 단위,"가정생활, 학교생활, 사회생활, 생태전환","[DESCRIPTION]  
How much is ()?로 가격을 묻고 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: How much is this jacket?  
B: It’s seven hundred won.  

[SUB_EXPRESSION_1]  

A: How much does this () cost?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Could you tell me the price of ()?  
B: It’s ().  
","[DESCRIPTION]  
I want ()로 원하는 것을 말하는 표현 익히기  

[KEY_EXPRESSION]  

A: I want this jacket.  

[SUB_EXPRESSION_1]  

A: I need ().  

[SUB_EXPRESSION_2]  

A: I’d love to have ().  ",,,
초4,천재(김),2022 개정 교육과정,10,It’s in the Box,•물건의 위치 묻고 답하기 Where is my hat? - It’s in the box. •모르고 있음을 표현하기 I don’t know.,,"chair, desk, home, in, know, on, sock, sofa, table, under, where",집안에서 신발을 신는 문화,"개인생활, 가정생활, 학교생활","[DESCRIPTION]  
Where is ()?로 물건의 위치를 묻고 답하기  

[KEY_EXPRESSION]  

A: Where is my book?  
B: It’s in the drawer.  

[SUB_EXPRESSION_1]  

A: Do you know where () is?  
B: It’s under ().  

[SUB_EXPRESSION_2]  

A: Can you help me find ()?  
B: It’s behind ().  ","[DESCRIPTION]  
I don’t know로 모르고 있음을 표현하기  

[KEY_EXPRESSION]  

A: I don’t know.  

[SUB_EXPRESSION_1]  

A: I’m not sure about ().  

[SUB_EXPRESSION_2]  

A: I have no clue about ().  ",,,
초4,천재(김),2022 개정 교육과정,11,What Are You Doing?,"•지금 하고 있는 동작 묻고 답하기 What are you doing? - I’m cooking. •도움 요청하고 답하기 Can you help me? - Sure, I can./Sorry, I can’t.",,"clean, draw, picture, read, room, sure",여러 나라의 도서관,"개인생활, 가정생활, 학교생활","[DESCRIPTION]  
What are you doing?로 지금 하고 있는 동작 묻고 답하기  

[KEY_EXPRESSION]  

A: What are you doing?  
B: I’m painting.  

[SUB_EXPRESSION_1]  

A: What are you busy with?  
B: I’m busy with ().  

[SUB_EXPRESSION_2]  

A: What are you trying to make?  
B: I’m trying to ().  ","[DESCRIPTION]  
Can you help me?로 도움 요청하고 이에 답하기  

[KEY_EXPRESSION]  

A: Can you help me?  
B: Sure, I can. / Sorry, I can’t.  

[SUB_EXPRESSION_1]  

A: Could you assist me with ()?  
B: Of course! / Sorry, I’m busy.  

[SUB_EXPRESSION_2]  

A: Would you be able to support me with ()?  
B: Sure! / Maybe later.  ",,,
초3,천재(함),2015 개정 교육과정,1,Hello!,만나고 헤어질 때 인사하기Hi[Hello]. / Bye. 자기소개하기I'm Uju. 감사하고 이에 답하기Thank you. -You're welcome. 사과하고 사과 수용하기I'm sorry.-That's okay.,,"bye, hi 〔hello〕, I, sorry, thank, that, welcome, you",-,-,"[DESCRIPTION]  

만나고 헤어질 때 사용할 수 있는 인사 표현 알아보기.  

[KEY_EXPRESSION]  

Hi! / Hello! / Goodbye!  

[SUB_EXPRESSION_1]  

Good evening!  

[SUB_EXPRESSION_2]  

See you soon!  ","[DESCRIPTION]  

자기소개하는 표현을 통해 자신을 소개하는 방법 배우기.  

[KEY_EXPRESSION]  

I’m Minho.  

[SUB_EXPRESSION_1]  

My name is ().  

[SUB_EXPRESSION_2]  

I go by ().  
","[DESCRIPTION]  

Thank you. 를 통해 감사하고 이에 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Thanks a lot.  
B: No problem.  

[SUB_EXPRESSION_1]  

A: Many thanks.  
B: You’re welcome.  

[SUB_EXPRESSION_2]  

A: I appreciate it.  
B: Anytime.  ","[DESCRIPTION]  

I’m sorry. 를 통해 사과하고 이에 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: I’m really sorry.  
B: That’s all right.  

[SUB_EXPRESSION_1]  

A: Sorry about that.  
B: No worries.  

[SUB_EXPRESSION_2]  

A: My apologies.  
B: It’s okay.  ",
초3,천재(함),2015 개정 교육과정,2,"Oh, It's a Ball!",물건이 무엇인지 묻고 답하기What's this/that?-It's a ball.,,"a, ball, dog, fan, for, hat, is, it, look, nice, this, what",여러 나라의 독특한 물건,-,"[DESCRIPTION]  

What’s ()? 를 통해 물건이 무엇인지 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What’s this?  
B: It’s a kite.  

[SUB_EXPRESSION_1]  

A: What’s that?  
B: It’s a ().  

[SUB_EXPRESSION_2]  

A: Do you know what () is?  
B: It’s a ().  
",,,,
초3,천재(함),2015 개정 교육과정,3,"Sit Down, Please","지시하기Sit down (, please). 지시하기에 답하기Okay.",,"catch, close, come, door, down, go, good, here, open, please, sit, stand, the, there, up",마법의 말 Please,-,"[DESCRIPTION]  

명령문을 통해 지시하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Be quiet, please.  
B: Okay.  

[SUB_EXPRESSION_1]  

A: Line up, please.  
B: Sure.  

[SUB_EXPRESSION_2]  

A: Raise your hand, please.  
B: All right.  
","[DESCRIPTION]  
명령문에 답하기  

[KEY_EXPRESSION]  
Okay.  

[SUB_EXPRESSION]  
Sure.  
Alright.  ",,,
초3,천재(함),2015 개정 교육과정,4,How Many Apples?,개수 묻고 답하기How many apples?-Two apples.,,"apple, carrot, how, many, pear, potato, strawberry, watermelon",동서양의 다양한 채소와 과일,-,"[DESCRIPTION]  

How many ()? 를 통해 개수를 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: How many oranges?  
B: Three oranges.  

[SUB_EXPRESSION_1]  

A: How many () do you have?  
B: I have ().  

[SUB_EXPRESSION_2]  

A: Are there any ()?  
B: Yes, there are. / No, there aren’t.  ",,,,
초3,천재(함),2015 개정 교육과정,5,I Have a Pencil,"물건을 가지고 있는지 묻고 답하기Do you have a pencil?-Yes I do. / No, I don't. 물건 묘사하기I have a pencil.",,"book, do, eraser, glue stick, have, map, no, pencil, ruler, tree, yes",세계의 사진 찍는 문화,-,"[DESCRIPTION]  

Do you have ()? 를 통해 물건을 가지고 있는지 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Do you have a ruler?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_1]  

A: Do you own a ()?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_2]  

A: Have you got a ()?  
B: Yes, I have. / No, I haven’t.  ","
[DESCRIPTION]  

I have () 를 통해 물건을 묘사하는 방법 배우기.  

[KEY_EXPRESSION]  

I have a sharpener.  

[SUB_EXPRESSION_1]  

I own a ().  

[SUB_EXPRESSION_2]  

I carry a ().  ",,,
초3,천재(함),2015 개정 교육과정,6,What Color Is It?,색깔 묻고 답하기What color is it? - It's blue.,,"at, black, blue, cat, color, green, now, paint, red, we, white, yellow",빛의 삼원색 및 색의 느낌,-,"[DESCRIPTION]  

What color is ()? 를 통해 색깔을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What color is your backpack?  
B: It’s red.  

[SUB_EXPRESSION_1]  

A: What’s the color of ()?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Is it ()?  
B: Yes, it is. / No, it isn’t.  ",,,,
