example_english,example_korean
"After many hours of hard work, I complete the final elusive piece of the puzzle.",많은 시간의 노력 끝에 나는 마지막 어려운 퍼즐 조각을 완성했어요.
The complete project report thoroughly explains every step from the early planning to final delivery.,이 완성된 프로젝트 보고서는 초기 기획부터 최종 납품까지 모든 단계를 철저하게 설명해요.
"My friend expressed concern about his upcoming exam, fearing he might not perform well.","내 친구는 다가오는 시험에 대해 걱정을 표명하며, 잘하지 못할 것을 두려워했어요."
I always concern myself seriously with the safety of our community	especially during unexpected crises.,저는 예상치 못한 위기 상황에서 우리 공동체의 안전에 대해 항상 진지하게 걱정해요.
"After receiving the unexpected email, I finally made direct contact with the renowned international supplier.","예상치 못한 이메일을 받고, 저는 유명한 국제 공급업체와 직접 연락을 하게 되었어요."
I will contact the representative tomorrow to ensure that our scheduled meeting proceeds on time.,내일 대표에게 연락해서 예정된 회의가 정시에 진행되도록 확인할게요.
I carefully examined the promising deal before signing the complicated contract for a crucial work task.,나는 복잡한 계약서를 서명하기 전에 중요한 거래를 신중하게 검토했어요.
The experienced merchant learned how to deal	with difficult negotiations during the international trade show.,유능한 상인은 국제 무역 박람회에서 어려운 협상을 거래하는 법을 재빨리 배웠어요.
"Yesterday, our class hosted an engaging debate about current global political issues with numerous viewpoints.",어제 우리 반은 다양한 시각을 반영하여 현재의 전 세계 정치 문제에 관한 활발한 토론을 진행했어요.
"Every evening, university students debate various complex social issues and exchange diverse opinions in class.","매일 저녁, 대학생들이 다양한 복잡한 사회 문제에 대해 토론하며 여러 의견을 교환해요."
"Every weekend, the store provides a special discount on selected items for loyal customers.","매 주말, 상점은 단골 고객들을 위해 선정된 상품에 특별 할인을 제공해요."
They often discount products at the store to encourage customers to purchase more items today.,그들은 고객들이 더 많은 물건을 구매하도록 유도하기 위해 가게에서 상품 가격을 할인해요.
The impressive grand display of vintage automobiles at the modern exhibition attracted many eager visitors.,현대적인 전시회에서 열린 인상적인 빈티지 자동차의 대단한 진열이 많은 열성적인 관람객들을 끌었어요.
The museum decided to display rare artworks that captivated every visitor in the grand hallway.,박물관은 모든 방문객들을 사로잡은 희귀 예술품을 웅장한 복도에 전시했어요.
The desperate prisoner meticulously planned	to escape through the underground tunnels during a raging storm.,그 절박한 죄수는 폭풍우 치는 밤에 지하 터널을 통해 탈출하려고 치밀하게 계획했어요.
"They meticulously planned an elaborate escape from the secure facility, risking everything they had known.",그들은 보안 시설에서 탈출하기 위해 세심하게 계획하며 모든 것을 걸었어요.
The engineer gave an accurate estimate of the project's cost to secure the contract yesterday.,엔지니어는 어제 계약을 따내기 위해 프로젝트 비용에 대한 정확한 추정을 제시했어요.
We estimate that our team will finish the project on time despite the challenging requirements.,우리 팀은 도전적인 요구사항에도 불구하고 제시간에 프로젝트를 완료할 것이라고 추정해요.
I decided to exchange my old phone for a brand new model at the busy market.,나는 붐비는 시장에서 내 낡은 휴대폰을 새 모델로 교환하기로 결정했어요.
The exchange of ideas and traditions between the two cultures helped them build lasting friendships.,두 문화 사이의 아이디어와 전통의 교환은 그들이 오래 지속되는 우정을 쌓는 데 도움을 주었어요.
"During the evacuation drill, I quickly found the nearest exit and calmly left the building.","대피 훈련 동안, 나는 가장 가까운 출구를 신속하게 찾아 건물을 침착하게 나갔어요."
"When the fire alarm went off, everyone hurried quickly toward the nearest exit door outside.",화재 경보가 울리자 모든 사람들이 가장 가까운 출구 쪽으로 재빨리 달려갔어요.
"During the summer vacation, I experienced several thrilling adventures and learned many important life lessons.","여름 방학 동안, 저는 여러 흥미로운 모험을 경험하며 많은 중요한 인생 교훈을 배웠어요."
I widely broadened my understanding of life when I gained a truly valuable experience abroad.,"제가 해외에서 정말 소중한 경험을 얻었을 때, 인생에 대한 이해가 넓어졌어요."
Researchers carried out a complex experiment to observe unique phenomena in the university laboratory today.,연구자들은 오늘 대학교 실험실에서 독특한 현상을 관찰하기 위해 복잡한 실험을 진행하였어요.
"During the science fair, our team will experiment with various chemical reactions to unlock secrets.",과학 박람회에서 우리 팀은 다양한 화학 반응을 실험하여 새로운 비밀을 밝혀내려고 했어요.
"The new smartphone features an innovative camera, powerful processor, and sleek design to impress users.","새로운 스마트폰은 혁신적인 카메라와 강력한 프로세서, 그리고 세련된 디자인을 특징으로 삼아 사용자들을 감동시켜요."
The new phone's most impressive feature is its exceptionally long-lasting battery and extremely vivid display.,새 휴대폰의 가장 인상적인 특징은 예외적으로 오래 가는 배터리와 매우 선명한 화면이에요.
My dedicated fellow team members provided essential support during our challenging project at the company.,저의 헌신적인 동료 팀원들이 회사에서의 힘든 프로젝트 동안 필수적인 지원을 제공했어요.
My fellow dedicated team members warmly supported each other during the long exhausting project meeting.,나의 동료 헌신적인 팀원들이 긴 시간의 힘든 프로젝트 미팅 동안 서로를 따뜻하게 응원했어요.
"At the busy community center, a talented female showcased extraordinary skills in painting and sculpture.",바쁜 지역 센터에서 재능 있는 암컷이 그림과 조각에서 뛰어난 솜씨를 보여줬어요.
"A graceful female deer	cautiously wandered through the dense forest, leaving all animals in admiration.",우아한 암컷 사슴이 조심스럽게 울창한 숲 속을 걸으며 모든 동물들의 감탄을 자아냈어요.
"Only a few brilliant scientists attended the conference, forming a rare small group of experts.",소수의 뛰어난 과학자들이 그 회의에 참석하여 희귀한 전문가 그룹을 형성했어요.
"Out of many applicants, only a few exceptional candidates were selected for the prestigious program.","많은 지원자 중에서, 소수의 뛰어난 후보자들만이 명예로운 프로그램에 선발되었어요."
The smartphone has a unique function that makes it easier for users to navigate apps.,이 스마트폰은 사용자가 앱을 쉽게 탐색할 수 있도록 하는 독특한 기능을 가지고 있어요.
"The remote control will function efficiently, ensuring that the television runs smoothly during extended periods.","이 리모컨은 효율적으로 기능하여, 텔레비전이 장시간 동안 순조롭게 작동하도록 해요."
The glue from the craft store effectively fixed the fragile ceramic vase pieces back together.,공예점에서 산 접착제가 효과적으로 부서진 도자기 꽃병 조각들을 다시 붙였어요.
She used glue to attach the broken tile permanently because the repair needed strong adhesion.,그녀는 수리 작업에 강한 접착력이 필요해서 부서진 타일을 영구적으로 접착제로 붙였어요.
