textbook ID,제목,출판사,교육과정,Lesson,구분,Title,DESCRIPTION,Key Expression (영어),Key Expression (한국어),Sub Expression (영어),
,영어 II,동아(권),2015,4,structure,Delight in Art,조동사 ought to,The museum ought to display modern art pieces.,박물관은 현대 미술 작품들을 전시해야 해요.,The curator ought to organize a guided tour. The art club ought to host an exhibition.,큐레이터는 안내 투어를 조직해야 해요. 미술 동아리는 전시회를 열어야 해요.
,영어 II,동아(권),2015,5,structure,Living Together,형식주어 it,It is clear that her efforts are yielding results.,그녀의 노력이 결실을 맺고 있어요.,It is remarkable that the team works well together. It is obvious that his kindness makes a difference.,그 팀이 잘 협력하고 있는 것이 대단해요. 그의 친절이 변화를 가져오는 것이 분명해요.
,영어 II,동아(권),2015,6,structure,Find Your Dream,동명사의 의미상의 주어,Singing relaxes my mind and heals my heart.,노래하는 것은 내 마음을 편안하게 하고 치유해요.,Reading nurtures creative ideas. Traveling opens unexpected doors.,읽는 것은 창의적인 아이디어를 키워요. 여행은 예상치 못한 기회를 열어줘요.
,공통영어 I,동아(이),2022,1,structure,Life Is Experience,명사를 수식하는 과거분사,I discovered an amazing new technique for improving my skills.,나는 내 실력을 향상시키기 위한 놀라운 새로운 방법을 발견했어요.,He found a hidden clue in the old building. She spotted a forgotten relic in the museum.,그는 오래된 건물에서 숨겨진 단서를 찾았어요. 그녀는 박물관에서 잊혀진 유물을 발견했어요.
,공통영어 I,동아(이),2022,2,structure,Journey Through the Pages,접속사 as long as,"As long as I study every day, I improve my skills.","내가 매일 공부하는 한, 내 실력이 향상돼요.","As long as the class is interesting, I enjoy learning. As long as my friends are supportive, I feel confident.","수업이 재미있는 한, 나는 배우는 것을 즐겨요. 친구들이 응원하는 한, 나는 자신감을 느껴요."
,공통영어 I,동아(이),2022,3,structure,Small Things Matter,명사절 접속사 whether (or not),I wonder whether the style is modern.,나는 그 스타일이 현대적인지 궁금해요.,She asked whether the design was creative. They decided whether to choose eco-friendly options.,그녀는 그 디자인이 창의적인지 물었어요. 그들은 친환경 옵션을 선택할지 결정했어요.
,공통영어 I,동아(이),2022,4,structure,Everyday Decisions,가주어 it과 to부정사의 의미상 주어,It is nice for families to dine together on weekends.,가족들이 주말에 함께 식사하는 것은 좋아해요.,It is fun for friends to plan trips unexpectedly. It is exciting for students to try new hobbies.,친구들이 뜻밖의 여행을 계획하는 것은 재미있어요. 학생들이 새로운 취미를 시도하는 것은 신나요.
,영어 I,동아(박),2022,1,structure,Best Version of Me,대동사 do,"If you do your best, opportunities will follow.","최선을 다하면, 기회가 따라올 거예요.",I do small steps every day for big changes. He does work hard even when tasks are tough.,저는 큰 변화를 위해 매일 작은 걸음을 해요. 그는 일이 힘들어도 열심히 일해요.
,영어 I,동아(박),2022,2,structure,Money Smart,suggest (that)+주어+동사원형,A friend suggested that I try a new restaurant.,친구가 새로운 식당에 가보라고 제안했어요.,My teacher suggested that we explore different technologies. The manager suggested that employees take short breaks.,선생님이 우리에게 다양한 기술을 탐구해보라고 제안했어요. 매니저가 직원들에게 잠깐의 휴식을 취하라고 제안했어요.
,영어 I,동아(박),2022,3,structure,Act for Our Planet,접속사+분사구문,"When combined, we can protect nature effectively.","합쳐지면, 우리는 자연을 효과적으로 보호할 수 있어요.","While working together, citizens foster renewable energy. When united, volunteers restore damaged habitats.","함께 일할 때, 시민들은 재생 에너지를 촉진해요. 하나로 뭉치면, 자원봉사자들이 손상된 서식지를 복원해요."
,영어 I,동아(박),2022,4,structure,Digital Well-Being,복합관계대명사,"Whatever you do online, digital footprints leave a trace.","온라인에서 뭐하든지, 디지털 발자국이 남아요.","Whoever visits the website finds useful information. Whatever device you use, the software protects your data.","누구든지 그 웹사이트를 방문하면 유용한 정보를 찾아요. 어떤 기기를 사용하든, 소프트웨어가 데이터를 보호해요."
,영어 I,동아(박),2022,5,structure,Beyond Boundaries,5형식 동사+목적어+to부정사,"The new gadget allows users to explore distant places, expanding their horizons.","새 기기는 사용자들이 먼 곳을 탐험하게 해주어, 그들의 시야를 넓혀줘요.",The trainer helped athletes to overcome challenges. The project urges students to think beyond limits.,트레이너는 선수들이 도전을 극복하게 도와줬어요. 그 프로젝트는 학생들이 한계를 넘어 생각하게 해요.
,영어 I,동아(박),2022,6,structure,Better Together,so that+주어+can,We work together so that we can achieve more.,우리는 함께 일해서 더 많은 성과를 낼 수 있어요.,They share ideas so that they can solve problems. Our team supports each other so that we can win.,그들은 문제를 해결할 수 있도록 아이디어를 공유해요. 우리 팀은 이길 수 있도록 서로 도와줘요.
,영어,천재(이),2015,1,structure,Opening a New chapter,간접의문문,I wondered if I could master the new topic quickly.,새로운 주제를 빨리 익힐 수 있을지 궁금했어요.,He asked if the lesson would be engaging. They wondered whether the exercises were helpful.,그는 수업이 흥미로울지 물었어요. 그들은 연습문제가 도움이 될지 궁금해했어요.
,영어,천재(이),2015,2,structure,The Power of Creativity,"관계대명사 what
 What Gutenberg did was view the two devices in a new way.",What she did was explore hidden places.,그녀가 한 일은 숨겨진 장소를 탐험하는 거였어요.,What he did was learn a new instrument. What my friend did was design a creative poster.,그가 한 일은 새로운 악기를 배우는 거였어요. 내 친구가 한 일은 창의적인 포스터를 디자인하는 거였어요.
,영어,천재(이),2015,3,structure,Living Together,가정법 과거 완료,"If I had finished my homework earlier, I would have had more time with my friends.","내가 숙제를 더 일찍 끝냈더라면, 친구들과 더 많은 시간을 보냈을 거예요.","If we had cleaned up the house, our living space would have felt cozier. If she had prepared dinner, everyone would have enjoyed the meal more.","우리가 집을 청소했더라면, 생활 공간이 더 아늑하게 느껴졌을 거예요. 그녀가 저녁을 준비했더라면, 모두가 식사를 더 즐겼을 거예요."
,영어,천재(이),2015,4,structure,The Door to the World,원급 비교,I don't write as many emails as my colleague does.,나는 동료만큼 이메일을 많이 쓰지 않아요.,He doesn't study as hard as his classmates. Her idea is not as unique as mine.,그는 동급생들만큼 열심히 공부하지 않아요. 그녀의 아이디어는 내 것만큼 독특하지 않아요.
,영어,천재(이),2015,5,structure,"Our Earth, Our Future, Our Choice",관계부사,"When the wind blows, the valley where rivers flow glistens quietly.","바람이 불 때, 강이 흐르는 계곡이 조용히 빛나요.","When summer ends, the forest where birds shelter becomes serene. When night falls, the city where lights sparkle turns calm.","여름이 끝날 때, 새들이 머무는 숲이 평화로워져요. 밤이 내릴 때, 불빛이 반짝이는 도시가 조용해져요."
,영어,천재(이),2015,6,structure,"Enjoy Art, Connect Hearts",도치 구문,"Not only did she admire the sculpture, but she also embraced its story.","그녀는 조각을 감탄할 뿐만 아니라, 그 이야기를 받아들였어요.",Never have we experienced art so moving. Rarely did he discover the secret behind the painting.,우리는 이렇게 감동적인 예술을 경험한 적이 없어요. 그는 그 그림 뒤에 숨은 비밀을 거의 발견하지 못했어요.
,영어,천재(이),2015,7,structure,Science in Our Daily Lives,with 부대 상황,I observed the stars with a high-powered telescope.,나는 고성능 망원경으로 별을 관찰했어요.,She measured the water quality with a simple test kit. He captured images with his smartphone to study plants.,그녀는 간단한 테스트 키트로 물의 질을 측정했어요. 그는 식물을 연구하기 위해 스마트폰으로 사진을 찍었어요.
,영어,천재(이),2015,8,structure,Korean Culture: The Mirror of Our Hearts,It is/was ... that 강조구문,"Even though the night was cloudy, it was the stars that shone brightly.","비록 밤이 흐렸어도, 별들이 밝게 빛났어요.","Even though the meal was simple, it was the dessert that impressed everyone. Even though the weather was cold, it was the warm tea that comforted me.","비록 식사가 간단했어도, 후식이 모두를 감동시켰어요. 비록 날씨가 추웠어도, 따뜻한 차가 나를 위로했어요."
,영어,천재(김),2015,1,structure,"New Start, New Goals",｢should have+과거분사｣,She should have listened to advice before making a decision.,그녀는 결정을 내리기 전에 조언을 들었어야 해요.,We should have prepared earlier for the event. They should have checked the schedule before traveling.,우리는 행사를 위해 미리 준비했어야 해요. 그들은 여행하기 전에 일정을 확인했어야 해요.
,영어,천재(김),2015,2,structure,How “Green” Are You?,과거분사의 명사 수식,I admired the carved statue in the museum.,나는 박물관에서 조각된 동상을 감탄했어요.,He saw a broken clock in the market. She found a lost book in the library.,그는 시장에서 고장난 시계를 봤어요. 그녀는 도서관에서 잃어버린 책을 찾았어요.
